lat,long,elev,timediff,current_time,OBUID
408620737,-778354223,3338,1:11:20.550000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 817000),)",2a3c600d
408621075,-778359475,3318,1:11:20.560000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 831000),)",2a3c603c
408620732,-778354382,3338,1:11:20.650000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 918000),)",2a3c600d
408621103,-778359635,3318,1:11:20.670000,"(datetime.datetime(2026, 8, 21, 17, 6, 21, 939000),)",2a3c603c
408620728,-778354541,3338,1:11:20.750000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 18000),)",2a3c600d
408621132,-778359785,3319,1:11:20.770000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 41000),)",2a3c603c
408620728,-778354701,3338,1:11:20.850000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 117000),)",2a3c600d
408621173,-778360100,3319,1:11:20.870000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 133000),)",2a3c603c
408620719,-778354858,3337,1:11:20.950000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 219000),)",2a3c600d
408621211,-778360254,3319,1:11:20.970000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 235000),)",2a3c603c
408620723,-778355016,3337,1:11:21.050000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 318000),)",2a3c600d
408621243,-778360408,3319,1:11:21.070000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 341000),)",2a3c603c
408620723,-778355174,3337,1:11:21.150000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 419000),)",2a3c600d
408621274,-778360561,3319,1:11:21.170000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 434000),)",2a3c603c
408620726,-778355334,3336,1:11:21.250000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 517000),)",2a3c600d
408621312,-778360716,3319,1:11:21.260000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 529000),)",2a3c603c
408620727,-778355493,3336,1:11:21.350000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 620000),)",2a3c600d
408621348,-778360866,3318,1:11:21.370000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 635000),)",2a3c603c
408620730,-778355653,3336,1:11:21.450000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 719000),)",2a3c600d
408621384,-778361018,3318,1:11:21.470000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 734000),)",2a3c603c
408620735,-778355811,3336,1:11:21.550000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 818000),)",2a3c600d
408621419,-778361169,3319,1:11:21.580000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 843000),)",2a3c603c
408620742,-778355971,3336,1:11:21.650000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 917000),)",2a3c600d
408621460,-778361322,3319,1:11:21.670000,"(datetime.datetime(2026, 8, 21, 17, 6, 22, 939000),)",2a3c603c
408620747,-778356131,3336,1:11:21.750000,"(datetime.datetime(2026, 8, 21, 17, 6, 23, 18000),)",2a3c600d
408621498,-778361473,3318,1:11:21.770000,"(datetime.datetime(2026, 8, 21, 17, 6, 23, 34000),)",2a3c603c
408620753,-778356291,3337,1:11:21.850000,"(datetime.datetime(2026, 8, 21, 17, 6, 23, 121000),)",2a3c600d
