lat,long,elev,timediff
408651491,-778305108,3342,0:36:33.530000,2a3c600a
408651617,-778305132,3343,0:36:33.630000,2a3c600a
408651742,-778305155,3343,0:36:33.740000,2a3c600a
408651868,-778305186,3343,0:36:33.830000,2a3c600a
408651998,-778305219,3344,0:36:33.930000,2a3c600a
408652121,-778305240,3344,0:36:34.030000,2a3c600a
408652247,-778305287,3344,0:36:34.140000,2a3c600a
408652375,-778305326,3344,0:36:34.230000,2a3c600a
408652502,-778305365,3344,0:36:34.330000,2a3c600a
408652630,-778305409,3344,0:36:34.430000,2a3c600a
408652755,-778305453,3344,0:36:34.550000,2a3c600a
408652882,-778305501,3345,0:36:34.690000,2a3c600a
408653010,-778305551,3345,0:36:34.850000,2a3c600a
408653137,-778305605,3345,0:36:34.900000,2a3c600a
408653260,-778305661,3345,0:36:35.040000,2a3c600a
408653381,-778305710,3346,0:36:35.060000,2a3c600a
408653506,-778305780,3346,0:36:35.260000,2a3c600a
408653631,-778305842,3346,0:36:35.500000,2a3c600a
408653755,-778305914,3346,0:36:35.510000,2a3c600a
408653879,-778305981,3347,0:36:35.570000,2a3c600a
408654003,-778306052,3346,0:36:35.740000,2a3c600a
408654125,-778306128,3347,0:36:35.880000,2a3c600a
408654246,-778306209,3348,0:36:36.070000,2a3c600a
408654368,-778306291,3348,0:36:36.090000,2a3c600a
408654487,-778306374,3348,0:36:36.270000,2a3c600a
408654608,-778306455,3348,0:36:36.480000,2a3c600a
408654728,-778306537,3349,0:36:36.500000,2a3c600a
408654840,-778306648,3349,0:36:36.680000,2a3c600a
408654958,-778306741,3349,0:36:36.700000,2a3c600a
408655071,-778306842,3349,0:36:36.900000,2a3c600a
408655185,-778306946,3349,0:36:37.090000,2a3c600a
408655298,-778307049,3350,0:36:37.110000,2a3c600a
408655408,-778307158,3350,0:36:37.300000,2a3c600a
408655519,-778307270,3350,0:36:37.500000,2a3c600a
408655624,-778307388,3350,0:36:37.520000,2a3c600a
408655734,-778307489,3350,0:36:37.700000,2a3c600a
408655835,-778307618,3351,0:36:37.720000,2a3c600a
408655941,-778307741,3351,0:36:37.770000,2a3c600a
408656040,-778307866,3351,0:36:37.790000,2a3c600a
408656139,-778307992,3351,0:36:37.800000,2a3c600a
408656237,-778308125,3351,0:36:37.810000,2a3c600a
408656333,-778308255,3351,0:36:37.850000,2a3c600a
408656427,-778308392,3351,0:36:37.910000,2a3c600a
408656519,-778308525,3351,0:36:37.930000,2a3c600a
408656609,-778308665,3351,0:36:37.930000,2a3c600a
408656700,-778308791,3352,0:36:38.080000,2a3c600a
408656783,-778308941,3352,0:36:38.130000,2a3c600a
408656867,-778309082,3352,0:36:38.280000,2a3c600a
408656951,-778309225,3352,0:36:38.380000,2a3c600a
408657031,-778309369,3352,0:36:38.540000,2a3c600a
408657111,-778309514,3352,0:36:38.560000,2a3c600a
408657190,-778309659,3352,0:36:38.740000,2a3c600a
408657268,-778309810,3352,0:36:38.850000,2a3c600a
408657343,-778309958,3352,0:36:38.960000,2a3c600a
408657416,-778310108,3352,0:36:39.050000,2a3c600a
408657503,-778310253,3353,0:36:39.060000,2a3c600a
408657564,-778310416,3353,0:36:39.150000,2a3c600a
408657634,-778310570,3353,0:36:39.260000,2a3c600a
408657699,-778310727,3353,0:36:39.330000,2a3c600a
408657765,-778310888,3354,0:36:39.430000,2a3c600a
408657828,-778311049,3354,0:36:39.530000,2a3c600a
408657888,-778311211,3354,0:36:39.630000,2a3c600a
408657949,-778311374,3354,0:36:39.740000,2a3c600a
408658005,-778311540,3354,0:36:39.830000,2a3c600a
408658061,-778311704,3355,0:36:39.930000,2a3c600a
408658128,-778311865,3354,0:36:40.030000,2a3c600a
408658176,-778312038,3355,0:36:40.130000,2a3c600a
408658228,-778312204,3355,0:36:40.240000,2a3c600a
408658275,-778312373,3355,0:36:40.330000,2a3c600a
408658322,-778312547,3356,0:36:40.430000,2a3c600a
408658366,-778312719,3356,0:36:40.530000,2a3c600a
408658407,-778312892,3356,0:36:40.630000,2a3c600a
408658447,-778313066,3356,0:36:40.730000,2a3c600a
408658483,-778313243,3356,0:36:40.830000,2a3c600a
408658519,-778313418,3356,0:36:40.930000,2a3c600a
408658562,-778313592,3357,0:36:41.030000,2a3c600a
408658587,-778313775,3357,0:36:41.130000,2a3c600a
408658615,-778313952,3357,0:36:41.230000,2a3c600a
408658641,-778314134,3357,0:36:41.330000,2a3c600a
408658665,-778314315,3357,0:36:41.430000,2a3c600a
408658687,-778314495,3357,0:36:41.530000,2a3c600a
408658705,-778314677,3358,0:36:41.630000,2a3c600a
408658722,-778314858,3357,0:36:41.730000,2a3c600a
408658737,-778315041,3358,0:36:41.830000,2a3c600a
408658750,-778315223,3358,0:36:41.930000,2a3c600a
408658772,-778315408,3358,0:36:42.030000,2a3c600a
408658771,-778315591,3358,0:36:42.130000,2a3c600a
408658780,-778315776,3358,0:36:42.230000,2a3c600a
408658786,-778315959,3358,0:36:42.330000,2a3c600a
408658788,-778316141,3358,0:36:42.430000,2a3c600a
408658787,-778316326,3358,0:36:42.530000,2a3c600a
408658784,-778316510,3359,0:36:42.630000,2a3c600a
408658780,-778316696,3359,0:36:42.730000,2a3c600a
408658775,-778316876,3359,0:36:42.850000,2a3c600a
408658766,-778317063,3359,0:36:42.930000,2a3c600a
408658772,-778317241,3359,0:36:43.030000,2a3c600a
408658754,-778317426,3359,0:36:43.140000,2a3c600a
408658737,-778317611,3360,0:36:43.230000,2a3c600a
408658721,-778317793,3359,0:36:43.330000,2a3c600a
408658704,-778317978,3360,0:36:43.440000,2a3c600a
408658684,-778318161,3360,0:36:43.530000,2a3c600a
408658663,-778318345,3360,0:36:43.630000,2a3c600a
408658642,-778318526,3360,0:36:43.730000,2a3c600a
408658619,-778318709,3360,0:36:43.830000,2a3c600a
408658593,-778318890,3360,0:36:43.930000,2a3c600a
408658581,-778319071,3360,0:36:44.030000,2a3c600a
408658545,-778319253,3360,0:36:44.130000,2a3c600a
408658517,-778319436,3360,0:36:44.230000,2a3c600a
408658487,-778319617,3361,0:36:44.330000,2a3c600a
408658456,-778319801,3361,0:36:44.430000,2a3c600a
408658423,-778319982,3361,0:36:44.530000,2a3c600a
408658393,-778320165,3361,0:36:44.630000,2a3c600a
408658360,-778320348,3362,0:36:44.730000,2a3c600a
408658327,-778320531,3362,0:36:44.830000,2a3c600a
408658295,-778320713,3362,0:36:44.930000,2a3c600a
408658272,-778320895,3362,0:36:45.030000,2a3c600a
408658231,-778321078,3362,0:36:45.130000,2a3c600a
408658195,-778321261,3362,0:36:45.250000,2a3c600a
408658159,-778321444,3363,0:36:45.330000,2a3c600a
408658120,-778321625,3363,0:36:45.430000,2a3c600a
408658082,-778321808,3363,0:36:45.530000,2a3c600a
408658045,-778321992,3364,0:36:45.640000,2a3c600a
408658005,-778322176,3364,0:36:45.740000,2a3c600a
408657965,-778322360,3364,0:36:45.830000,2a3c600a
408657928,-778322542,3364,0:36:45.930000,2a3c600a
408657890,-778322729,3364,0:36:46.030000,2a3c600a
408657850,-778322915,3364,0:36:46.130000,2a3c600a
408657812,-778323097,3364,0:36:46.230000,2a3c600a
408657774,-778323282,3364,0:36:46.330000,2a3c600a
408657736,-778323466,3364,0:36:46.430000,2a3c600a
408657697,-778323649,3365,0:36:46.530000,2a3c600a
408657657,-778323835,3364,0:36:46.640000,2a3c600a
408657618,-778324021,3364,0:36:46.740000,2a3c600a
408657580,-778324207,3365,0:36:46.830000,2a3c600a
408657541,-778324395,3365,0:36:46.930000,2a3c600a
408657504,-778324580,3365,0:36:47.030000,2a3c600a
408657463,-778324765,3365,0:36:47.130000,2a3c600a
408657424,-778324952,3365,0:36:47.230000,2a3c600a
408657381,-778325140,3365,0:36:47.340000,2a3c600a
408657341,-778325326,3365,0:36:47.430000,2a3c600a
408657300,-778325511,3365,0:36:47.530000,2a3c600a
408657262,-778325695,3365,0:36:47.660000,2a3c600a
408657222,-778325882,3365,0:36:47.710000,2a3c600a
408657182,-778326069,3365,0:36:47.810000,2a3c600a
408657142,-778326254,3365,0:36:47.910000,2a3c600a
408657101,-778326440,3365,0:36:48.010000,2a3c600a
408657060,-778326627,3365,0:36:48.110000,2a3c600a
408657019,-778326810,3365,0:36:48.220000,2a3c600a
408656979,-778326997,3365,0:36:48.310000,2a3c600a
408656938,-778327183,3366,0:36:48.410000,2a3c600a
408656898,-778327368,3366,0:36:48.510000,2a3c600a
408656857,-778327551,3365,0:36:48.610000,2a3c600a
408656816,-778327732,3365,0:36:48.710000,2a3c600a
408656774,-778327918,3365,0:36:48.810000,2a3c600a
408656734,-778328102,3365,0:36:48.910000,2a3c600a
408656692,-778328290,3366,0:36:49.010000,2a3c600a
408656650,-778328471,3366,0:36:49.110000,2a3c600a
408656608,-778328655,3365,0:36:49.210000,2a3c600a
408656570,-778328839,3366,0:36:49.310000,2a3c600a
408656527,-778329024,3366,0:36:49.410000,2a3c600a
408656488,-778329207,3365,0:36:49.940000,2a3c600a
408656448,-778329389,3366,0:36:50.030000,2a3c600a
408656405,-778329576,3366,0:36:50.120000,2a3c600a
408656365,-778329760,3366,0:36:50.190000,2a3c600a
408656326,-778329943,3365,0:36:50.200000,2a3c600a
408656285,-778330131,3365,0:36:50.410000,2a3c600a
408656244,-778330318,3365,0:36:50.830000,2a3c600a
408656205,-778330501,3365,0:36:51.020000,2a3c600a
408656164,-778330686,3365,0:36:51.070000,2a3c600a
408656126,-778330870,3364,0:36:51.230000,2a3c600a
408656086,-778331053,3365,0:36:51.280000,2a3c600a
408656044,-778331239,3365,0:36:51.630000,2a3c600a
408656005,-778331423,3365,0:36:51.690000,2a3c600a
408655965,-778331608,3365,0:36:51.720000,2a3c600a
408655925,-778331793,3365,0:36:51.740000,2a3c600a
408655886,-778331980,3365,0:36:51.840000,2a3c600a
408655844,-778332165,3365,0:36:51.950000,2a3c600a
408655805,-778332350,3365,0:36:52.050000,2a3c600a
408655764,-778332536,3364,0:36:52.160000,2a3c600a
408655724,-778332722,3365,0:36:52.260000,2a3c600a
408655682,-778332908,3364,0:36:52.410000,2a3c600a
408655643,-778333096,3364,0:36:52.460000,2a3c600a
408655602,-778333281,3364,0:36:52.560000,2a3c600a
408655562,-778333464,3364,0:36:52.660000,2a3c600a
408655522,-778333652,3364,0:36:52.770000,2a3c600a
408655482,-778333841,3364,0:36:52.850000,2a3c600a
408655439,-778334034,3365,0:36:52.860000,2a3c600a
408655400,-778334217,3364,0:36:52.970000,2a3c600a
408655359,-778334406,3364,0:36:53.070000,2a3c600a
408655319,-778334592,3364,0:36:53.180000,2a3c600a
408655279,-778334780,3364,0:36:53.190000,2a3c600a
408655239,-778334966,3364,0:36:53.200000,2a3c600a
408655199,-778335154,3364,0:36:53.210000,2a3c600a
408655158,-778335341,3364,0:36:53.220000,2a3c600a
408655117,-778335530,3364,0:36:53.230000,2a3c600a
408655077,-778335717,3364,0:36:53.250000,2a3c600a
408655037,-778335906,3364,0:36:53.260000,2a3c600a
408654995,-778336096,3363,0:36:53.270000,2a3c600a
408654954,-778336283,3363,0:36:53.280000,2a3c600a
408654911,-778336472,3363,0:36:53.360000,2a3c600a
408654871,-778336662,3363,0:36:53.470000,2a3c600a
408654829,-778336849,3363,0:36:53.560000,2a3c600a
408654787,-778337039,3363,0:36:53.670000,2a3c600a
408654746,-778337228,3363,0:36:53.770000,2a3c600a
408654706,-778337416,3363,0:36:53.860000,2a3c600a
408654665,-778337608,3363,0:36:53.960000,2a3c600a
408654624,-778337799,3363,0:36:54.080000,2a3c600a
408654584,-778337989,3363,0:36:54.170000,2a3c600a
408654544,-778338180,3363,0:36:54.280000,2a3c600a
408654501,-778338371,3362,0:36:54.490000,2a3c600a
408654460,-778338560,3362,0:36:54.510000,2a3c600a
408654417,-778338752,3362,0:36:54.560000,2a3c600a
408654377,-778338944,3362,0:36:54.670000,2a3c600a
408654335,-778339139,3362,0:36:54.760000,2a3c600a
408654295,-778339327,3362,0:36:54.860000,2a3c600a
408654255,-778339521,3362,0:36:54.960000,2a3c600a
408654213,-778339715,3362,0:36:55.070000,2a3c600a
408654171,-778339907,3362,0:36:55.170000,2a3c600a
408654129,-778340098,3362,0:36:55.260000,2a3c600a
408654087,-778340293,3362,0:36:55.360000,2a3c600a
408654045,-778340485,3362,0:36:55.470000,2a3c600a
408654002,-778340680,3362,0:36:55.570000,2a3c600a
408653961,-778340873,3362,0:36:55.660000,2a3c600a
408653920,-778341068,3362,0:36:55.770000,2a3c600a
408653876,-778341260,3362,0:36:55.860000,2a3c600a
408653833,-778341458,3362,0:36:55.970000,2a3c600a
408653791,-778341655,3362,0:36:56.070000,2a3c600a
408653748,-778341850,3362,0:36:56.160000,2a3c600a
408653705,-778342045,3362,0:36:56.270000,2a3c600a
408653662,-778342242,3362,0:36:56.360000,2a3c600a
408653619,-778342435,3362,0:36:56.480000,2a3c600a
408653576,-778342632,3362,0:36:56.580000,2a3c600a
408653535,-778342826,3361,0:36:56.670000,2a3c600a
408653492,-778343024,3361,0:36:56.770000,2a3c600a
408653448,-778343222,3361,0:36:56.860000,2a3c600a
408653406,-778343419,3362,0:36:56.960000,2a3c600a
408653362,-778343617,3361,0:36:57.060000,2a3c600a
408653318,-778343814,3362,0:36:57.160000,2a3c600a
408653274,-778344013,3361,0:36:57.270000,2a3c600a
408653230,-778344210,3361,0:36:57.370000,2a3c600a
408653187,-778344407,3361,0:36:57.490000,2a3c600a
408653144,-778344604,3361,0:36:57.560000,2a3c600a
408653098,-778344805,3361,0:36:57.670000,2a3c600a
408653054,-778345001,3361,0:36:57.760000,2a3c600a
408653008,-778345201,3361,0:36:57.860000,2a3c600a
408652959,-778345404,3361,0:36:57.970000,2a3c600a
408652915,-778345603,3360,0:36:58.070000,2a3c600a
408652866,-778345802,3361,0:36:58.180000,2a3c600a
408652822,-778346002,3360,0:36:58.260000,2a3c600a
408652777,-778346202,3360,0:36:58.370000,2a3c600a
408652729,-778346402,3360,0:36:58.470000,2a3c600a
408652686,-778346603,3360,0:36:58.560000,2a3c600a
408652641,-778346804,3360,0:36:58.660000,2a3c600a
408652598,-778347006,3360,0:36:58.760000,2a3c600a
408652552,-778347208,3359,0:36:58.860000,2a3c600a
408652509,-778347410,3360,0:36:58.960000,2a3c600a
408652465,-778347613,3359,0:36:59.070000,2a3c600a
408652422,-778347816,3359,0:36:59.160000,2a3c600a
408652377,-778348018,3359,0:36:59.260000,2a3c600a
408652377,-778348018,3359,0:36:59.360000,2a3c600a
408652288,-778348424,3359,0:36:59.460000,2a3c600a
408652246,-778348629,3359,0:36:59.560000,2a3c600a
408652246,-778348629,3359,0:36:59.670000,2a3c600a
408652202,-778348835,3359,0:36:59.760000,2a3c600a
408652157,-778349041,3359,0:36:59.860000,2a3c600a
408652116,-778349246,3358,0:36:59.960000,2a3c600a
408652073,-778349448,3358,0:37:00.060000,2a3c600a
408652033,-778349655,3358,0:37:00.170000,2a3c600a
408651989,-778349858,3357,0:37:00.260000,2a3c600a
408651948,-778350063,3357,0:37:00.370000,2a3c600a
408651904,-778350269,3357,0:37:00.460000,2a3c600a
408651860,-778350472,3357,0:37:00.570000,2a3c600a
408651815,-778350677,3357,0:37:00.670000,2a3c600a
408651773,-778350880,3357,0:37:00.760000,2a3c600a
408651729,-778351084,3357,0:37:00.860000,2a3c600a
408651683,-778351287,3357,0:37:00.960000,2a3c600a
408651642,-778351493,3357,0:37:01.060000,2a3c600a
408651598,-778351697,3356,0:37:01.160000,2a3c600a
408651553,-778351898,3356,0:37:01.280000,2a3c600a
408651511,-778352100,3356,0:37:01.360000,2a3c600a
408651466,-778352300,3356,0:37:01.460000,2a3c600a
408651423,-778352504,3356,0:37:01.570000,2a3c600a
408651378,-778352703,3355,0:37:01.690000,2a3c600a
408651334,-778352903,3355,0:37:01.780000,2a3c600a
408651288,-778353107,3355,0:37:01.860000,2a3c600a
408651245,-778353307,3355,0:37:01.960000,2a3c600a
408651199,-778353507,3355,0:37:02.090000,2a3c600a
408651156,-778353705,3354,0:37:02.170000,2a3c600a
408651111,-778353904,3355,0:37:02.270000,2a3c600a
408651067,-778354104,3354,0:37:02.370000,2a3c600a
408651024,-778354302,3354,0:37:02.460000,2a3c600a
408650980,-778354501,3354,0:37:02.560000,2a3c600a
408650938,-778354699,3354,0:37:02.700000,2a3c600a
408650895,-778354897,3353,0:37:02.770000,2a3c600a
408650852,-778355094,3353,0:37:02.860000,2a3c600a
408650809,-778355291,3353,0:37:02.960000,2a3c600a
408650764,-778355494,3353,0:37:03.060000,2a3c600a
408650719,-778355691,3353,0:37:03.160000,2a3c600a
408650676,-778355888,3353,0:37:03.260000,2a3c600a
408650631,-778356087,3353,0:37:03.370000,2a3c600a
408650589,-778356285,3352,0:37:03.460000,2a3c600a
408650543,-778356481,3352,0:37:03.590000,2a3c600a
408650500,-778356677,3351,0:37:03.660000,2a3c600a
408650456,-778356873,3351,0:37:03.760000,2a3c600a
408650413,-778357073,3351,0:37:03.770000,2a3c600a
408650369,-778357271,3351,0:37:03.870000,2a3c600a
408650324,-778357470,3350,0:37:03.970000,2a3c600a
408650280,-778357669,3350,0:37:04.170000,2a3c600a
408650234,-778357868,3350,0:37:04.260000,2a3c600a
408650189,-778358066,3350,0:37:04.270000,2a3c600a
408650144,-778358265,3350,0:37:04.740000,2a3c600a
408650099,-778358465,3350,0:37:04.750000,2a3c600a
408650053,-778358665,3349,0:37:04.890000,2a3c600a
408650005,-778358863,3349,0:37:04.990000,2a3c600a
408649861,-778359464,3349,0:37:05.080000,2a3c600a
408649812,-778359661,3348,0:37:05.150000,2a3c600a
408649760,-778359860,3348,0:37:05.260000,2a3c600a
408649710,-778360059,3348,0:37:05.410000,2a3c600a
408649552,-778360652,3347,0:37:05.760000,2a3c600a
408649386,-778361247,3347,0:37:06.170000,2a3c600a
408649331,-778361443,3347,0:37:06.380000,2a3c600a
408649152,-778362031,3346,0:37:06.470000,2a3c600a
408648902,-778362810,3345,0:37:06.790000,2a3c600a
408648629,-778363581,3344,0:37:07.200000,2a3c600a
408648013,-778365081,3342,0:37:08.120000,2a3c600a
408647935,-778365263,3342,0:37:08.130000,2a3c600a
408647843,-778365443,3342,0:37:08.140000,2a3c600a
408647755,-778365622,3342,0:37:08.310000,2a3c600a
408647574,-778365975,3342,0:37:08.520000,2a3c600a
408647481,-778366151,3341,0:37:08.590000,2a3c600a
408647387,-778366324,3341,0:37:08.670000,2a3c600a
408647288,-778366497,3341,0:37:08.770000,2a3c600a
408647192,-778366666,3341,0:37:08.860000,2a3c600a
408647000,-778367008,3340,0:37:08.970000,2a3c600a
408646894,-778367168,3340,0:37:09.060000,2a3c600a
408646688,-778367493,3340,0:37:09.360000,2a3c600a
408646688,-778367493,3340,0:37:09.370000,2a3c600a
408646584,-778367653,3341,0:37:09.460000,2a3c600a
408646482,-778367815,3340,0:37:09.560000,2a3c600a
408646271,-778368134,3340,0:37:09.680000,2a3c600a
408646163,-778368290,3340,0:37:09.760000,2a3c600a
408646052,-778368443,3340,0:37:09.980000,2a3c600a
408645953,-778368603,3339,0:37:10.070000,2a3c600a
408639843,-778373644,3331,0:37:14.860000,2a3c600a
408639703,-778373696,3330,0:37:14.940000,2a3c600a
408638306,-778374110,3329,0:37:16.090000,2a3c600a
408638164,-778374151,3329,0:37:16.100000,2a3c600a
408637605,-778374239,3328,0:37:16.450000,2a3c600a
408636061,-778374401,3326,0:37:17.630000,2a3c600a
408631475,-778373750,3320,0:37:21.010000,2a3c600a
408630678,-778373425,3319,0:37:21.720000,2a3c600a
408630550,-778373362,3319,0:37:21.850000,2a3c600a
408630422,-778373298,3319,0:37:21.930000,2a3c600a
408630296,-778373231,3318,0:37:22.060000,2a3c600a
408630167,-778373164,3319,0:37:22.140000,2a3c600a
408630041,-778373094,3318,0:37:22.260000,2a3c600a
408629913,-778373028,3318,0:37:22.390000,2a3c600a
408629790,-778372950,3318,0:37:22.470000,2a3c600a
408629667,-778372879,3316,0:37:22.480000,2a3c600a
408629417,-778372730,3317,0:37:22.540000,2a3c600a
408629294,-778372655,3317,0:37:22.620000,2a3c600a
408629173,-778372579,3317,0:37:22.720000,2a3c600a
408629051,-778372496,3316,0:37:22.820000,2a3c600a
408628930,-778372416,3316,0:37:22.920000,2a3c600a
408628811,-778372336,3316,0:37:23.020000,2a3c600a
408628450,-778372084,3315,0:37:23.350000,2a3c600a
408628330,-778371997,3315,0:37:23.420000,2a3c600a
408627283,-778371181,3314,0:37:24.280000,2a3c600a
408627057,-778370986,3314,0:37:24.440000,2a3c600a
408626389,-778370377,3315,0:37:25.110000,2a3c600a
408626285,-778370267,3315,0:37:25.120000,2a3c600a
408626177,-778370158,3315,0:37:25.210000,2a3c600a
408626070,-778370050,3315,0:37:25.310000,2a3c600a
408625963,-778369939,3315,0:37:25.410000,2a3c600a
408625857,-778369825,3315,0:37:25.510000,2a3c600a
408625755,-778369710,3315,0:37:25.610000,2a3c600a
408625651,-778369595,3315,0:37:25.710000,2a3c600a
408625549,-778369479,3315,0:37:25.810000,2a3c600a
408625447,-778369360,3315,0:37:25.910000,2a3c600a
408625345,-778369247,3315,0:37:26.010000,2a3c600a
408625247,-778369123,3315,0:37:26.110000,2a3c600a
408625147,-778369000,3315,0:37:26.210000,2a3c600a
408625048,-778368877,3315,0:37:26.310000,2a3c600a
408624949,-778368752,3316,0:37:26.410000,2a3c600a
408624853,-778368629,3316,0:37:26.510000,2a3c600a
408624758,-778368503,3316,0:37:26.610000,2a3c600a
408624662,-778368374,3316,0:37:26.710000,2a3c600a
408624567,-778368245,3316,0:37:26.810000,2a3c600a
408624476,-778368117,3316,0:37:26.910000,2a3c600a
408624380,-778367987,3316,0:37:27.010000,2a3c600a
408624290,-778367852,3316,0:37:27.110000,2a3c600a
408624201,-778367715,3316,0:37:27.210000,2a3c600a
408624111,-778367582,3316,0:37:27.310000,2a3c600a
408624025,-778367443,3316,0:37:27.410000,2a3c600a
408623940,-778367304,3316,0:37:27.510000,2a3c600a
408623855,-778367161,3316,0:37:27.610000,2a3c600a
408623770,-778367021,3316,0:37:27.710000,2a3c600a
408623688,-778366881,3316,0:37:27.810000,2a3c600a
408623605,-778366738,3316,0:37:27.890000,2a3c600a
408623517,-778366605,3317,0:37:27.990000,2a3c600a
408623440,-778366454,3317,0:37:28.090000,2a3c600a
408623359,-778366309,3317,0:37:28.210000,2a3c600a
408623279,-778366162,3317,0:37:28.290000,2a3c600a
408623202,-778366016,3317,0:37:28.390000,2a3c600a
408623126,-778365867,3317,0:37:28.490000,2a3c600a
408623050,-778365715,3317,0:37:28.600000,2a3c600a
408622976,-778365565,3317,0:37:28.690000,2a3c600a
408622902,-778365413,3317,0:37:28.810000,2a3c600a
408622829,-778365261,3317,0:37:28.900000,2a3c600a
408622750,-778365111,3317,0:37:28.990000,2a3c600a
408622683,-778364954,3317,0:37:29.090000,2a3c600a
408622615,-778364800,3317,0:37:29.190000,2a3c600a
408622543,-778364643,3317,0:37:29.280000,2a3c600a
408622475,-778364487,3317,0:37:29.390000,2a3c600a
408622409,-778364327,3317,0:37:29.480000,2a3c600a
408622343,-778364170,3317,0:37:29.590000,2a3c600a
408622277,-778364010,3318,0:37:29.680000,2a3c600a
408622214,-778363851,3318,0:37:29.780000,2a3c600a
408622152,-778363691,3318,0:37:29.890000,2a3c600a
408622087,-778363534,3318,0:37:29.990000,2a3c600a
408622030,-778363372,3318,0:37:30.090000,2a3c600a
408621971,-778363210,3318,0:37:30.190000,2a3c600a
408621912,-778363048,3318,0:37:30.290000,2a3c600a
408621857,-778362886,3318,0:37:30.390000,2a3c600a
408621801,-778362723,3318,0:37:30.490000,2a3c600a
408621747,-778362558,3318,0:37:30.600000,2a3c600a
408621697,-778362393,3318,0:37:30.700000,2a3c600a
408621646,-778362229,3318,0:37:30.800000,2a3c600a
408621598,-778362065,3318,0:37:30.900000,2a3c600a
408621547,-778361899,3319,0:37:31,2a3c600a
408621504,-778361732,3318,0:37:31.120000,2a3c600a
408621458,-778361566,3319,0:37:31.210000,2a3c600a
408621415,-778361399,3319,0:37:31.310000,2a3c600a
408621372,-778361232,3319,0:37:31.410000,2a3c600a
408621332,-778361066,3319,0:37:31.510000,2a3c600a
408621290,-778360899,3319,0:37:31.610000,2a3c600a
408621250,-778360732,3319,0:37:31.710000,2a3c600a
408621213,-778360567,3319,0:37:31.830000,2a3c600a
408621176,-778360401,3319,0:37:31.920000,2a3c600a
408621134,-778360236,3319,0:37:32.040000,2a3c600a
408621096,-778360070,3320,0:37:32.110000,2a3c600a
408621070,-778359905,3319,0:37:32.210000,2a3c600a
408621040,-778359739,3319,0:37:32.310000,2a3c600a
408621007,-778359566,3319,0:37:32.410000,2a3c600a
408620979,-778359401,3319,0:37:32.520000,2a3c600a
408620952,-778359232,3319,0:37:32.610000,2a3c600a
408620925,-778359068,3319,0:37:32.690000,2a3c600a
408620900,-778358897,3319,0:37:32.790000,2a3c600a
408620876,-778358732,3319,0:37:32.890000,2a3c600a
408620847,-778358561,3319,0:37:32.990000,2a3c600a
408620828,-778358394,3319,0:37:33.090000,2a3c600a
408620806,-778358223,3319,0:37:33.190000,2a3c600a
408620783,-778358054,3319,0:37:33.290000,2a3c600a
408620767,-778357888,3319,0:37:33.390000,2a3c600a
408620749,-778357721,3319,0:37:33.490000,2a3c600a
408620730,-778357549,3319,0:37:33.600000,2a3c600a
408620716,-778357378,3319,0:37:33.690000,2a3c600a
408620702,-778357209,3319,0:37:33.790000,2a3c600a
408620691,-778357039,3319,0:37:33.890000,2a3c600a
408620671,-778356865,3320,0:37:33.990000,2a3c600a
408620666,-778356695,3319,0:37:34.090000,2a3c600a
408620660,-778356526,3319,0:37:34.190000,2a3c600a
408620651,-778356351,3320,0:37:34.290000,2a3c600a
408620648,-778356182,3320,0:37:34.390000,2a3c600a
408620644,-778356010,3320,0:37:34.520000,2a3c600a
408620641,-778355840,3320,0:37:34.860000,2a3c600a
408620642,-778355668,3320,0:37:34.970000,2a3c600a
408620644,-778355499,3320,0:37:35.110000,2a3c600a
408620647,-778355327,3320,0:37:35.200000,2a3c600a
408620646,-778355155,3320,0:37:35.280000,2a3c600a
408620657,-778354986,3320,0:37:35.420000,2a3c600a
408620664,-778354816,3319,0:37:35.480000,2a3c600a
408620672,-778354646,3320,0:37:35.680000,2a3c600a
408620683,-778354480,3319,0:37:35.730000,2a3c600a
408620697,-778354312,3319,0:37:35.870000,2a3c600a
408620709,-778354145,3319,0:37:35.890000,2a3c600a
408620723,-778353977,3319,0:37:35.940000,2a3c600a
408620737,-778353810,3319,0:37:36.070000,2a3c600a
408620755,-778353643,3319,0:37:36.090000,2a3c600a
408620766,-778353473,3319,0:37:36.140000,2a3c600a
408620790,-778353311,3319,0:37:36.280000,2a3c600a
408620812,-778353148,3319,0:37:36.300000,2a3c600a
408620838,-778352985,3319,0:37:36.320000,2a3c600a
408620860,-778352821,3319,0:37:36.490000,2a3c600a
408620885,-778352658,3319,0:37:36.570000,2a3c600a
408620912,-778352496,3319,0:37:36.630000,2a3c600a
408620938,-778352332,3319,0:37:36.710000,2a3c600a
408620967,-778352170,3318,0:37:36.860000,2a3c600a
408620995,-778352009,3318,0:37:36.910000,2a3c600a
408621018,-778351844,3319,0:37:37.110000,2a3c600a
408621055,-778351685,3318,0:37:37.270000,2a3c600a
408621088,-778351522,3318,0:37:37.330000,2a3c600a
408621119,-778351362,3318,0:37:37.470000,2a3c600a
408621156,-778351204,3318,0:37:37.530000,2a3c600a
408621195,-778351039,3318,0:37:37.630000,2a3c600a
408621233,-778350882,3318,0:37:37.730000,2a3c600a
408621273,-778350724,3318,0:37:37.830000,2a3c600a
408621315,-778350562,3317,0:37:37.940000,2a3c600a
408621356,-778350404,3318,0:37:38.040000,2a3c600a
